Unnamed: 0,Year,Quarter,Month,Day,Aircraft Manufacturer,Aircraft,Location,Operator,Ground,Fatalities (air),Aboard,Country,Date,Weekday
1609,1957,Qtr 1,January,11,Vickers,Vickers 615 Viking 1BT 11,Near Buenos Aires Argentina,Estado del Aereas Lineas,1,17,33,Argentina,1957-01-11,Friday
1610,1957,Qtr 1,January,23,McDonnell Douglas,Douglas DC 3AN,Ometepe Island Nicaragua,Lanica,0,16,16,Nicaragua,1957-01-23,Wednesday
1611,1957,Qtr 1,January,29,SNCASE,SNCASE SE.2010 ArmagnacF BAVG,Paris France,France Air,0,2,70,France,1957-01-29,Tuesday
1612,1957,Qtr 1,January,31,McDonnell Douglas,Douglas DC 7B / U.S. Air Force F,Near Sunland California,Aircraft Douglas,3,5,6,USA,1957-01-31,Thursday
1613,1957,Qtr 1,February,1,McDonnell Douglas,Douglas DC 6AN34954,New York New,Airlines YorkNortheast,0,21,101,New Zealand,1957-02-01,Friday
1614,1957,Qtr 1,February,22,McDonnell Douglas,Douglas C 124C51,Kimpo Air Base South,Force Air U.S. - KoreaMilitary,0,22,159,South Korea,1957-02-22,Friday
1615,1957,Qtr 1,March,2,McDonnell Douglas,Douglas C 54BN90449,Blyn Washington,Airlines Alaska,0,5,5,USA,1957-03-02,Saturday
1616,1957,Qtr 1,March,4,Curtiss,Curtiss C 46D,Near Miho AB Japan,Force Air Japanese,0,17,17,Japan,1957-03-04,Monday
1617,1957,Qtr 1,March,5,Blackburn,Blackburn Beverley C Mark 1XH117,Drayton England,Force Air -Royal Military,2,18,22,UK,1957-03-05,Tuesday
1618,1957,Qtr 1,March,9,McDonnell Douglas,Douglas DC 3HK,El Soldado Colombia,Avianca,0,15,15,Colombia,1957-03-09,Saturday
1619,1957,Qtr 1,March,14,Vickers,Vickers Viscount 701G ALWE,Manchester England,Airways European British,2,20,20,UK,1957-03-14,Thursday
1620,1957,Qtr 1,March,17,McDonnell Douglas,Douglas C 47,Near Cebu Philippines,Force Air Philippine - Military,0,24,25,Philippines,1957-03-17,Sunday
1621,1957,Qtr 1,March,18,McDonnell Douglas,Douglas DC 3CP,Near Sayari Bolivia,Boliviano Aereo Lloyd,0,19,19,Bolivia,1957-03-18,Monday
1622,1957,Qtr 1,March,22,Boeing,Boeing C 97C50,Over the North Pacific OceanMilitary - U.S. Air Force,Unknown,0,67,67,USA,1957-03-22,Friday
1623,1957,Qtr 2,April,7,Curtiss,Curtiss C 46A,Bage Brazil,Varig,0,40,40,Brazil,1957-04-07,Sunday
1624,1957,Qtr 2,April,8,McDonnell Douglas,Douglas DC 3F,Algiers Algeria,France Air,0,34,34,Algeria,1957-04-08,Monday
1625,1957,Qtr 2,April,10,McDonnell Douglas,Douglas DC 3PP,Anchieta Island Brazil,REAL,0,26,30,Brazil,1957-04-10,Wednesday
1626,1957,Qtr 2,April,15,Consolidated,Consolidated B 24JXA,Merida Mexico,Mexicanos Aéreos Transportes,1,3,3,Mexico,1957-04-15,Monday
1627,1957,Qtr 2,April,17,Vickers,Vickers Valetta C Mk.1VW832,Near El Quweira Jordan,Force Air -Royal Military,0,24,24,Jordan,1957-04-17,Wednesday
1628,1957,Qtr 2,April,20,Unknown,Lockheed Super ConstellationF BGNE,Jirkouk Iraq,France Air,0,1,0,Iraq,1957-04-20,Saturday
1629,1957,Qtr 2,May,1,Vickers,Vickers Viking 1BG AJBO,Blackbushe Hants,England Eagle Aviation,0,34,35,UK,1957-05-01,Wednesday
1630,1957,Qtr 2,May,5,McDonnell Douglas,Douglas C 47AVT,Santoshpur India,Airlines Indian,0,1,3,India,1957-05-05,Sunday
1631,1957,Qtr 2,May,9,Bristol,Bristol 170 FreighterEC ADI,Barajas Madrid,Spain Aviaco,0,37,37,Spain,1957-05-09,Thursday
1632,1957,Qtr 2,May,13,Vickers,Vickers 615 Viking 1BT 3,Near San Carlos de Bariloche Argentina,Estado del Aereas Lineas,0,16,16,Argentina,1957-05-13,Monday
1633,1957,Qtr 2,May,13,McDonnell Douglas,Douglas DC 3VT,New Delhi India,Airlines Indian,3,2,2,India,1957-05-13,Monday
1634,1957,Qtr 2,May,13,McDonnell Douglas,Douglas DC 4N68736,Narsarressuak Greenland,Airways Overseas U.S.,0,2,3,Grenada,1957-05-13,Monday
1635,1957,Qtr 2,June,14,Ilyushin,Ilyushin P 14SP,Near Moscow Russia,Airlines Polish Lot,0,9,13,Russia,1957-06-14,Friday
1636,1957,Qtr 2,June,18,McDonnell Douglas,Douglas C 47BHB,Bodensee Switzerland,Swissair,0,9,9,Switzerland,1957-06-18,Tuesday
1637,1957,Qtr 2,June,22,McDonnell Douglas,Douglas C 47AN88835,Near Clarksburg Maryland,Airlines Capital,0,3,3,USA,1957-06-22,Saturday
1638,1957,Qtr 2,June,23,McDonnell Douglas,Douglas DC 3CF,Port Hardy BC,Canada Pacific Western,0,14,18,Canada,1957-06-23,Sunday
1639,1957,Qtr 2,June,24,Ilyushin,L  Hudson?,Horn Island Queensland,Australia Adastra Airways,0,6,0,Australia,1957-06-24,Monday
1640,1957,Qtr 3,July,1,McDonnell Douglas,Douglas DC 3AP,Bay of Bengal Pakistan,Airlines International Pakistan,0,24,24,Pakistan,1957-07-01,Monday
1641,1957,Qtr 3,July,3,Lockheed Martin,Lockheed L 414 HudsonCF,Near Fort Rupert Quebec,Canada Kenting Air,0,4,4,Canada,1957-07-03,Wednesday
1642,1957,Qtr 3,July,16,McDonnell Douglas,Douglas C 47A,Near Hsinchu Taiwan,Force Air States United - (Formosa)Military,0,16,16,Taiwan,1957-07-16,Tuesday
1643,1957,Qtr 3,July,16,Unknown,Lockheed 1049C Super ConstellationPH LKT,Near Biak Indonesia,Airlines Dutch Royal KLM,0,58,68,Indonesia,1957-07-16,Tuesday
1644,1957,Qtr 3,July,25,Convair,Convair CV 240N8405H,Daggett California,Airlines Western,0,1,16,USA,1957-07-25,Thursday
1645,1957,Qtr 3,August,11,McDonnell Douglas,Douglas DC 4CF,Near Issoudun Quebec,Canada Maritime Central Airways,0,79,79,Canada,1957-08-11,Sunday
1646,1957,Qtr 3,August,15,Ilyushin,Ilyushin IL 14PCCCP,Copenhagen Denmark,Aeroflot,0,23,23,Denmark,1957-08-15,Thursday
1647,1957,Qtr 3,August,20,McDonnell Douglas,Douglas DC 3VT,Assam India,Indamer,0,8,8,India,1957-08-20,Tuesday
1648,1957,Qtr 3,August,29,McDonnell Douglas,Douglas DC 3XH,Near Juticalpa Honduras,Airlines Sahsa,0,12,12,Honduras,1957-08-29,Thursday
1649,1957,Qtr 3,September,3,McDonnell Douglas,Douglas DC 3YV,Niquitao Venezuela,Avensa,0,8,8,Venezuela,1957-09-03,Tuesday
1650,1957,Qtr 3,September,15,McDonnell Douglas,Douglas DC 3N33417,New Bedford Massachusetts,Airlines Northeast,0,12,24,USA,1957-09-15,Sunday
1651,1957,Qtr 3,September,18,Convair,Convair CV 440,Montevideo,UruguayREAL,0,1,35,Uruguay,1957-09-18,Wednesday
1652,1957,Qtr 3,September,27,Let,Let Aero 45SVT DHO,Bhiwandi Maharashtra,Indiaèkoda (India) Ltd,0,3,3,India,1957-09-27,Friday
1653,1957,Qtr 3,September,28,De Havilland,de Havilland DH 114 HeronG,Islay-Glenegedale Airport Scotland,Airways European British,0,3,3,UK,1957-09-28,Saturday
1654,1957,Qtr 4,October,1,Ilyushin,Ilyushin IL 12 CCCP,Akshi Russia,Aeroflot,0,27,27,Russia,1957-10-01,Tuesday
1655,1957,Qtr 4,October,3,Curtiss,Curtiss C 46A,Beirut Lebanon,Airways International Lebanese,0,27,27,Lebanon,1957-10-03,Thursday
1656,1957,Qtr 4,October,18,McDonnell Douglas,Douglas C 47APP,Porto Alegre Brazil,Varig,0,2,2,Brazil,1957-10-18,Friday
1657,1957,Qtr 4,October,23,Vickers,Vickers 802 ViscountG AOJA,Belfast Ireland,Airways European British,0,7,7,Ireland,1957-10-23,Wednesday
1658,1957,Qtr 4,October,28,McDonnell Douglas,Douglas DC 3EC,Madrid Spain,Airlines Iberia,0,21,21,Spain,1957-10-28,Monday
1659,1957,Qtr 4,October,30,Fairchild,Fairchild C 82AXA,Near Campeche Mexico,Mexicanos Aereos Transportes,0,3,3,Mexico,1957-10-30,Wednesday
1660,1957,Qtr 4,November,3,McDonnell Douglas,Douglas DC 4D,Dusseldorf West,Company GermanyHerfurtner,1,7,10,Germany,1957-11-03,Sunday
1661,1957,Qtr 4,November,4,Ilyushin,Ilushin Il 14YR,Moscow Russia,TAROM,0,4,16,Russia,1957-11-04,Monday
1662,1957,Qtr 4,November,6,Bristol Britannia,Bristol Britannia 175G ANCA,Bristol England,Co. Aeroplane Bristol,0,15,15,UK,1957-11-06,Wednesday
1663,1957,Qtr 4,November,8,Boeing,Boeing   377,900 miles E of Honolulu Hawaii,Pacific Ocean Pan American World Airways,0,44,44,USA,1957-11-08,Friday
1664,1957,Qtr 4,November,15, Short Brothers,Short Solent 3 (flying boat)G AKNU,Chessell Down England,Airways Aquilla,0,43,58,UK,1957-11-15,Friday
1665,1957,Qtr 4,November,15,De Havilland,de Havilland DH 114 Heron 2DEC,Near Palma de Mallorca Spain,Aviaco,0,4,4,Spain,1957-11-15,Friday
1666,1957,Qtr 4,November,21,Bristol,Bristol 170 Freighter 31ZK AYH,Christchurch New,Express Freight Air ZealandStraits,0,4,4,New Zealand,1957-11-21,Thursday
1667,1957,Qtr 4,December,8,McDonnell Douglas,Douglas DC 4LV,Bolivar Argentina,Argentinas Aerolineas,0,61,61,Argentina,1957-12-08,Sunday
1668,1957,Qtr 4,December,10,McDonnell Douglas,Douglas C 47ACF,Jeannine Lake Quebec,Canada Northern Wings,0,3,10,Canada,1957-12-10,Tuesday
1669,1957,Qtr 4,December,11,De Havilland,de Havilland Canada DHC 3 OtterPI,Ozamis City Philippines,Lines Air Philippine,0,2,12,Philippines,1957-12-11,Wednesday
1670,1957,Qtr 4,December,18,Ilyushin,Ilyushin IL 12CCCP,Near Birobidzhan Russia,Aeroflot,0,27,27,Russia,1957-12-18,Wednesday
1671,1957,Qtr 4,December,23,Lockheed Martin,Lockheed WV 2143197,Off Oahu Hawaii,Navy U.S. - Military,0,19,23,USA,1957-12-23,Monday
1672,1957,Qtr 4,December,23,Avro,Avro 685 York C 1G,Stansted England,Airlines Scottish,0,4,4,UK,1957-12-23,Monday
1673,1957,Qtr 4,December,31, Short Brothers,Short SunderlandLV AAR,Buenos Aires Argentina,Argentinas Aerolineas,0,9,50,Argentina,1957-12-31,Tuesday
1674,1958,Qtr 1,January,16,Fairchild,Fairchild C 82APP,Belem Brazil,Cruzeiro,0,3,3,Brazil,1958-01-16,Thursday
1675,1958,Qtr 1,January,20,McDonnell Douglas,Douglas DC 3TAM,Near La Paz Bolivia,(Bolivia) TAM,0,11,11,Bolivia,1958-01-20,Monday
1676,1958,Qtr 1,February,1,McDonnell Douglas,Douglas DC 4PP,Rio de Janeiro Brazil,Nacional Aéreo Loide,0,5,73,Brazil,1958-02-01,Saturday
1677,1958,Qtr 1,February,1,McDonnell Douglas,Douglas C 118A / Lockheed P2V,Norwalk California,Navy U.S. - Military / Force Air  U.S. - Military,1,41,41,USA,1958-02-01,Saturday
1678,1958,Qtr 1,February,6,Airspeed Ambassador,Airspeed Ambassador AS 57G,Munich Germany,Airways European British,0,23,44,Germany,1958-02-06,Thursday
1679,1958,Qtr 1,February,15,McDonnell Douglas,Douglas VC 47A42,Mount Vesuvius Italy,Force Air US - Military,0,16,16,Italy,1958-02-15,Saturday
1680,1958,Qtr 1,February,19,McDonnell Douglas,Douglas DC 6BPH,Cairo Egypt,Airlines Dutch Royal KLM,0,1,21,Egypt,1958-02-19,Wednesday
1681,1958,Qtr 1,February,19,Consolidated,Consolidated PBY 5A  CatalinaF,Raiatea French,Interinsulaire Aérien PolynesiaRéseau,0,15,15,France,1958-02-19,Wednesday
1682,1958,Qtr 1,February,20,Lockheed Martin,Lockheed WV 2BU,Off Corvo Island Azores,Navy U.S. - Military,0,22,22,Portugal,1958-02-20,Thursday
1683,1958,Qtr 1,February,27,Bristol,Bristol 170 Freighter 21G AICS,Horwich Lancs,England Silver City Airways,0,35,42,UK,1958-02-27,Thursday
1684,1958,Qtr 1,March,7,Vickers,Vickers 628 Viking 1BSU AGN,Menzalah Lake Egypt,Misrair,0,8,26,Egypt,1958-03-07,Friday
1685,1958,Qtr 1,March,7,Fairchild,Fairchild R4Q / Dougas AD 6 skyraider129741/135350,Off Ryukyu Islands Okinawa,Corps Marine U.S. - Corps/Military Marine U.S. - Military,0,26,26,Japan,1958-03-07,Friday
1686,1958,Qtr 1,March,22,Lockheed Martin,Lockheed 18 LodestarN300E,Grants New,MexicoPrivate,0,4,4,New Zealand,1958-03-22,Saturday
1687,1958,Qtr 1,March,24,McDonnell Douglas,Douglas DC 3VT,Near Kathmandu Nepal,Airlines Indian,0,20,20,Nepal,1958-03-24,Monday
1688,1958,Qtr 1,March,25,McDonnell Douglas,Douglas DC 7,Miami Florida,Airlines Braniff,0,9,24,USA,1958-03-25,Tuesday
1689,1958,Qtr 1,March,27,McDonnell Douglas,Douglas C 124C / Fairchild C,Bridgeport Texas,Force Air U.S. - Force/Military Air U.S. - Military,0,18,18,USA,1958-03-27,Thursday
1690,1958,Qtr 2,April,2,Junkers,Junkers JU 52/3mHC,Quito Ecuador,Orientales Aereos Transportes,0,3,14,Ecuador,1958-04-02,Wednesday
1691,1958,Qtr 2,April,6,Vickers,Vickers Viscount 745DN7437,Freeland Michigan,Airlines Capital,0,47,47,USA,1958-04-06,Sunday
1692,1958,Qtr 2,April,7,McDonnell Douglas,Douglas DC 3HC,Mt. Illiniza Ecuador,AREA,0,32,32,Ecuador,1958-04-07,Monday
1693,1958,Qtr 2,April,14,De Havilland,de Havilland DH 114 Heron 2DEC,Off Castell de Fels Spain,Aviaco,0,16,16,Spain,1958-04-14,Monday
1694,1958,Qtr 2,April,21,McDonnell Douglas,Douglas DC 7 / F,Near Sloan 10,Nevada      Vegas Las of SW miles United Air Lines / Military - U.S. Air Force,0,49,49,USA,1958-04-21,Monday
1695,1958,Qtr 2,May,15,Convair,Convair CV 240,New Delhi India,Airlines International Pakistan,2,21,38,India,1958-05-15,Thursday
1696,1958,Qtr 2,May,16,McDonnell Douglas,Douglas C 47AG,Chatenoy France,Airways European British,0,3,3,France,1958-05-16,Friday
1697,1958,Qtr 2,May,18,McDonnell Douglas,Douglas DC 7COO,Near Casablanca Morocco,Sabena,0,65,69,Morocco,1958-05-18,Sunday
1698,1958,Qtr 2,May,20,Vickers,Vickers Viscount 745D / T 33AN7410/53,Brunswick Maryland,Guard National Air - Military / Airlines Capital,0,12,13,USA,1958-05-20,Tuesday
1699,1958,Qtr 2,May,25,Avro,Avro 685 York C 1G,Gurgaon India,Services Dan-Air,0,4,5,India,1958-05-25,Sunday
1700,1958,Qtr 2,May,31,McDonnell Douglas,Douglas DC 3F,SW of Algiers Algeria,France Air,0,15,15,Algeria,1958-05-31,Saturday
1701,1958,Qtr 2,May,31,Curtiss,Curtiss C 46DPP,Rio de Janeiro Brazil,Aéreos Transportes Paraense,0,4,4,Brazil,1958-05-31,Saturday
1702,1958,Qtr 2,June,2,Unknown,Lockheed 749A ConstellationXA MEV,Near Guadalajara Mexico,Mexico de Aeronaves,0,45,45,Mexico,1958-06-02,Monday
1703,1958,Qtr 2,June,2,Boeing,Boeing 377 Stratocruiser 10 26N1023V,Manila Philippines,Airways World American Pan,0,1,57,Philippines,1958-06-02,Monday
1704,1958,Qtr 2,June,4,McDonnell Douglas,Douglas DC 3N49553,Martinsburg West,Airlines VirginiaCapital,0,1,3,US,1958-06-04,Wednesday
1705,1958,Qtr 2,June,9,Ilyushin,Ilyushin IL 12CCCP,Magadan Oblast Russia,Aeroflot,0,24,24,Russia,1958-06-09,Monday
1706,1958,Qtr 2,June,10,McDonnell Douglas,Douglas DC 6LV,Ilha Grande Rio de JaneiroAerolenas Argentinas,Unknown,0,0,22,Brazil,1958-06-10,Tuesday
1707,1958,Qtr 2,June,16,Convair,Convair CV 440,Curitiba Brazil,Cruzeiro,0,21,26,Brazil,1958-06-16,Monday
1708,1958,Qtr 2,June,25,McDonnell Douglas,Douglas C 47AVT,Mohanbari India,Airlines Indian,0,5,7,India,1958-06-25,Wednesday
1709,1958,Qtr 2,June,27,Boeing,Boeing KC 135A56,Near Chicopee Falls Massachusetts,Force Air U.S. - Military,0,15,15,USA,1958-06-27,Friday
1710,1958,Qtr 3,July,9,McDonnell Douglas,Douglas C 47AVT,Dhaka Baangladesh,Airlines Indian,0,3,3,Bangladesh,1958-07-09,Wednesday
1711,1958,Qtr 3,August,9,Vickers,Vickers Viscount 748DVP YNE,Benghazi Libya,Airways African Central,0,36,54,Libya,1958-08-09,Saturday
1712,1958,Qtr 3,August,11,McDonnell Douglas,Douglas DC 4PP,Near Belem Brazil	Loide,Nacional Aéreo,0,10,11,Brazil,1958-08-11,Monday
1713,1958,Qtr 3,August,12,McDonnell Douglas,Douglas DC 3JA5045,Sakiya Saugye Japan,Airways Nippon All,0,33,33,Japan,1958-08-12,Tuesday
1714,1958,Qtr 3,August,14,Unknown,Lockheed 1049H Super ConstellationPH LKM,North Atlantic Ocean 100,Ireland      Bay Galway of W miles KLM Royal Dutch Airlines,0,99,99,USA,1958-08-14,Thursday
1715,1958,Qtr 3,August,15,Convair,Convair CV 240,Nantucket Massachusetts,Airlines Northeast,0,25,34,USA,1958-08-15,Friday
1716,1958,Qtr 3,August,15,Tupolev,Tupolev TU 104,Near Chita Russia,Aeroflot,0,64,64,Russia,1958-08-15,Friday
1717,1958,Qtr 3,September,2,McDonnell Douglas,Douglas C 124C Globemaster52,Off GuamMilitary - U.S. Air Force,Unknown,0,19,19,USA,1958-09-02,Tuesday
1718,1958,Qtr 3,September,2,Vickers,Vickers 621 Viking 1G AIJE,London England,Travel Air Independent,4,3,3,UK,1958-09-02,Tuesday
1719,1958,Qtr 3,September,2,Lockheed Martin,Lockheed C 130A,Sasnashen Russia,Force Air U.S. - Military,0,17,17,Russia,1958-09-02,Tuesday
1720,1958,Qtr 3,September,5,Curtiss,Curtiss C 46A,Campina Grande Brazil,Nacional Aereo Loide,0,14,18,Brazil,1958-09-05,Friday
1721,1958,Qtr 3,September,7,Aeroflot,AeroflotCCCP  L1692,Kazakh Russia,Aeroflot,0,27,27,Russia,1958-09-07,Sunday
1722,1958,Qtr 3,September,8,Boeing,Boeing B 52 / Boeing B,Near Fairchild AFB Washington,Force Air U.S. / Force Air U.S. - Military,0,13,16,USA,1958-09-08,Monday
1723,1958,Qtr 3,September,9,Lockheed Martin,Lockheed L 1049H Super ConstellationN6920C,Mount Oyama Japan,Line Tiger Flying,0,8,8,Japan,1958-09-09,Tuesday
1724,1958,Qtr 3,September,19,Ilyushin,Ilyushin IL 12CCCP,Near Lazo Russia,Aeroflot,0,28,28,Russia,1958-09-19,Friday
1725,1958,Qtr 3,September,19,Lockheed Martin,Lockheed C 130A Hercules56,Triel France,Force Air U.S. - Military,0,15,15,France,1958-09-19,Friday
1726,1958,Qtr 3,September,29,Avro,Avro 685 York IOD ADB,Over the Mediterranean SeaMiddle East Airlines,Unknown,0,5,5,France,1958-09-29,Monday
1727,1958,Qtr 4,October,9,Fairchild,Fairchild C 123 Provider55,Payette Idaho,Force Air U.S. - Military,0,19,19,USA,1958-10-09,Thursday
1728,1958,Qtr 4,October,14,Unknown,Lockheed 1049E Super ConstellationYV C,Mt. Alto del Cedro Venezuela,Venezolana Aeropostal Linea,0,23,23,Venezuela,1958-10-14,Tuesday
1729,1958,Qtr 4,October,15,McDonnell Douglas,Douglas C 47ATAM,Villa Montes Bolivia,(Bolivia) TAM - Military,0,20,20,Bolivia,1958-10-15,Wednesday
1730,1958,Qtr 4,October,17,Tupolev,Tupolev TU 104ACCCP,Near Kanash Russia,Aeroflot,0,80,80,Russia,1958-10-17,Friday
1731,1958,Qtr 4,October,18,Lockheed Martin,Lockheed WV 2 Super Constellation141294,NAS Argentia Placentia,Newfoundland          Bay,0,11,29,Argentina,1958-10-18,Saturday
1732,1958,Qtr 4,October,22,Vickers,Vickers Viscount 701CG ANHC,Anzio Italy,Airways European British,0,31,31,Italy,1958-10-22,Wednesday
1733,1958,Qtr 4,November,1,Vickers,Vickers Viscount 755DCU T603,Nipe Bay Cuba,Aviacion de Cubana,0,17,20,Cuba,1958-11-01,Saturday
1734,1958,Qtr 4,November,3,McDonnell Douglas,Douglas C 47,Near Roccatamburo di Poggiodomo Italy,Airlines Yemen,0,8,8,Italy,1958-11-03,Monday
1735,1958,Qtr 4,November,8,McDonnell Douglas,Douglas DC 3TAM,La Paz Bolivia,(Bolivia) TAM,0,3,3,Bolivia,1958-11-08,Saturday
1736,1958,Qtr 4,November,9,Lockheed Martin,Martin MarinerCS THB,North Atlantic OceanARTOP Aerotopografica LDA,Unknown,0,36,36,International Waters,1958-11-09,Sunday
1737,1958,Qtr 4,November,16,Curtiss,Curtiss C 46FN1301N,Fort Collins Colorado,Airways Capitol,0,2,2,USA,1958-11-16,Sunday
1738,1958,Qtr 4,December,4,SNCASE,SNCASE LanguedocEC ANR,Guadarrama Mountains Spain,Aviaco,0,21,21,Spain,1958-12-04,Thursday
1739,1958,Qtr 4,December,23,Ilyushin,Ilyushin IL 14CCCP,Tashkent Uzbekstan,Aeroflot,0,21,21,Uzbekistan,1958-12-23,Tuesday
1740,1958,Qtr 4,December,24,Bristol Britannia,Bristol 175 Britannia 312G AOVD,Winkton England,BOAC,0,9,12,UK,1958-12-24,Wednesday
1741,1958,Qtr 4,December,26,McDonnell Douglas,Douglas DC 6BF,Salisbury Zimbabwe,Zimbabwe)Union Aeromaritime de Transport          (Harare,0,3,70,Zimbabwe,1958-12-26,Friday
1742,1958,Qtr 4,December,30,Saab,Saab ScandiaPP SQE,Rio de Janeiro Brazil,VASP,0,21,37,Brazil,1958-12-30,Tuesday
1743,1959,Qtr 1,January,6,McDonnell Douglas,Douglas DC 3XH,Mt. Pena Blanca Guatemala,Airlines Sahsa,0,5,5,Guatemala,1959-01-06,Tuesday
1744,1959,Qtr 1,January,8,McDonnell Douglas,Douglas DC 3N18941,Mt. Holston Tennessee,Airlines Southeast,0,10,10,USA,1959-01-08,Thursday
1745,1959,Qtr 1,January,11,Unknown,Lockheed L 1049G Super ConstillationD ALAK,Rio de Janerio Brazil,Lufthansa,0,36,39,Brazil,1959-01-11,Sunday
1746,1959,Qtr 1,January,14,Curtiss,Curtiss C 46FN1240N,Panther Peak California,Freight Air California,0,2,2,USA,1959-01-14,Wednesday
1747,1959,Qtr 1,January,16,Curtiss,Curtiss C 46A,Off Mar del Plata Argentina,(Argentina) Aeras Lineas Austral,0,51,52,Argentina,1959-01-16,Friday
1748,1959,Qtr 1,January,18,Ilyushin,Ilyushin IL 14PCCCP,Stalingrad Russia,Aeroflot,0,25,25,Russia,1959-01-18,Sunday
1749,1959,Qtr 1,January,21,Curtiss,Curtiss C 46D,Near Merida Venezuela,Bolivar Expresa Linea,0,4,4,Venezuela,1959-01-21,Wednesday
1750,1959,Qtr 1,January,22,Convair,Convair CV 240,Dabouk Jordan,Jordan Air,0,10,15,Jordan,1959-01-22,Thursday
1751,1959,Qtr 1,January,27,Avro,Avro 688G AGRG,Brindisi Italy,Charter Air,0,2,6,Italy,1959-01-27,Tuesday
1752,1959,Qtr 1,February,1,McDonnell Douglas,Douglas DC 3N17314,Kerrville Texas,Airways General,0,3,28,USA,1959-02-01,Sunday
1753,1959,Qtr 1,February,3,Beechcraft,Beechcraft Bonanza 35N3794N,Mason City Iowa,Charter Private - Service Flying Dwyer,0,4,4,USA,1959-02-03,Tuesday
1754,1959,Qtr 1,February,3,Unknown,Lockheed  188A ElectraN6101A,La Guardia Airport New,NYAmerican Airlines          York,0,65,73,New Zealand,1959-02-03,Tuesday
1755,1959,Qtr 1,February,17,Vickers,Vickers Viscount 794DTC SEV,Gatwick Surrey,England Turkish Airlines (THY),0,14,24,UK,1959-02-17,Tuesday
1756,1959,Qtr 1,February,18,Curtiss,Curtiss C 46AN68823,Belen Chile,Airways Cross Southern,0,5,5,Chile,1959-02-18,Wednesday
1757,1959,Qtr 1,March,5,Vickers,Vickers Viscount 763YS 09C,Managua Nicaragua,TACA,0,15,19,Nicaragua,1959-03-05,Thursday
1758,1959,Qtr 1,March,12,McDonnell Douglas,Douglas C 47AVT,Tobu India,Airlines Indian,0,5,7,India,1959-03-12,Thursday
1759,1959,Qtr 1,March,13,Bristol,Bristol 170 Freighter 21EEC ADH,Mahon Spain,Aviaco,0,1,18,Spain,1959-03-13,Friday
1760,1959,Qtr 1,March,29,Nord,Nord 2501 NoratlasF BGZB,Near Bangui Central,Transport de Aeromaritime RepublicUnion African,0,9,9,Central African Republic,1959-03-29,Sunday
1761,1959,Qtr 1,March,29,McDonnell Douglas,Douglas DC 3VT,Near Silchar India,Airlines Indian,0,24,24,India,1959-03-29,Sunday
1762,1959,Qtr 1,March,30,Curtiss,Curtiss C 46AN7840B,Alma Georgia,Airlines Riddle,0,2,2,USA,1959-03-30,Monday
1763,1959,Qtr 2,April,17,Curtiss,Curtiss C 46F,Puerto Kino Mexico,Voladores Tigres,0,26,26,Mexico,1959-04-17,Friday
1764,1959,Qtr 2,April,23,Avro,Avro 688 Super TraderG AGRH,Van Turkey,Charter Air,0,12,12,Turkey,1959-04-23,Thursday
1765,1959,Qtr 2,April,29,McDonnell Douglas,Douglas DC 3EC,Valdemeca Spain,Airlines Iberia,0,28,28,Spain,1959-04-29,Wednesday
1766,1959,Qtr 2,May,2,McDonnell Douglas,Douglas DC 3OE,Mallorca Spain,Austria-Flugdienst,0,5,5,Spain,1959-05-02,Saturday
1767,1959,Qtr 2,May,12,Lockheed Martin,Lockheed C 69 ConstellationN2735A,Charleston West,Airlines VirginiaCapital,0,2,44,US,1959-05-12,Tuesday
1768,1959,Qtr 2,May,12,Vickers,Vickers Viscount 745DN7463,Chase Maryland,Airlines Capital,0,31,31,USA,1959-05-12,Tuesday
1769,1959,Qtr 2,May,13,Curtiss,Curtiss C 46AOB,Near Toumavista Peru,Peruanos Aereos Transportes,0,12,12,Peru,1959-05-13,Wednesday
1770,1959,Qtr 2,May,15,McDonnell Douglas,Douglas DC 3LV,Off Mar del Plata Aregntina,Argentinas Aerolineas,0,10,10,Argentina,1959-05-15,Friday
1771,1959,Qtr 2,May,21,Curtiss,Curtiss C 46A,Moro Peru,Interpolar Aéreas Lineas,0,8,8,Peru,1959-05-21,Thursday
1772,1959,Qtr 2,June,1,Curtiss,Curtiss C 46TI,NicaraguaAerolineas Nacionales,Unknown,0,60,60,Nicaragua,1959-06-01,Monday
1773,1959,Qtr 2,June,5,Boeing,Boeing RC 135E?,Near Sheyma Alaska,Force Air US - Militiary,0,19,19,USA,1959-06-05,Friday
